PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
264,-1.566106926,-0.7376951318,0.7926977135,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
265,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
266,-0.369364841,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
267,0.8273772439,-0.7376951318,-1.054206704,3.154809051,0.7676298786,0.1506737442,-0.1985716612
268,0.8273772439,-0.7376951318,-0.3616175476,0.4327933657,-0.4736736093,-0.4918744607,-0.1985716612
269,-1.566106926,1.355573538,2.177876027,-0.4745451962,0.7676298786,2.441497779,-0.1985716612
270,-1.566106926,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,2.082512414,-0.1985716612
271,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.02424635075,-0.1985716612
272,0.8273772439,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
273,-0.369364841,1.355573538,0.8696520643,-0.4745451962,0.7676298786,-0.2557952534,-0.1985716612
274,-1.566106926,-0.7376951318,0.5618346613,-0.4745451962,0.7676298786,-0.0504214441,1.745684933
275,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
276,-1.566106926,1.355573538,2.562647781,0.4327933657,-0.4736736093,0.9212443306,-0.1985716612
277,0.8273772439,1.355573538,1.177469467,-0.4745451962,-0.4736736093,-0.4923778278,-0.1985716612
278,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
279,0.8273772439,-0.7376951318,-1.746795861,3.154809051,0.7676298786,-0.06199888923,-2.142828256
280,0.8273772439,1.355573538,0.4079259598,0.4327933657,0.7676298786,-0.240694238,-0.1985716612
281,0.8273772439,-0.7376951318,2.716556482,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
282,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4902797934,-0.1985716612
283,0.8273772439,-0.7376951318,-1.054206704,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
284,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
285,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.1249197867,-0.1985716612
286,0.8273772439,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4740049258,1.745684933
287,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
288,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
289,-0.369364841,-0.7376951318,0.946606415,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
290,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
291,-1.566106926,1.355573538,-0.2846631968,-0.4745451962,-0.4736736093,0.9391984311,-0.1985716612
292,-1.566106926,1.355573538,-0.823343652,0.4327933657,-0.4736736093,1.185429548,1.745684933
293,-0.369364841,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.389187556,1.745684933
294,0.8273772439,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,-0.4702296719,-0.1985716612
295,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
296,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.09027201698,1.745684933
297,0.8273772439,-0.7376951318,-0.4770490737,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
298,-1.566106926,1.355573538,-2.131567615,0.4327933657,2.008933366,2.40299019,-0.1985716612
299,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.03431369435,-0.1985716612
300,-1.566106926,1.355573538,1.562241221,-0.4745451962,0.7676298786,4.335332227,1.745684933
301,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
302,0.8273772439,-0.7376951318,0,1.340131928,-0.4736736093,-0.1802901765,-2.142828256
303,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
304,-0.369364841,1.355573538,0,-0.4745451962,-0.4736736093,-0.3997582668,-2.142828256
305,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
306,-1.566106926,-0.7376951318,-2.214678313,0.4327933657,2.008933366,2.40299019,-0.1985716612
307,-1.566106926,1.355573538,0,-0.4745451962,-0.4736736093,1.584178906,1.745684933
308,-1.566106926,1.355573538,-0.9772523535,0.4327933657,-0.4736736093,1.544245781,1.745684933
309,-0.369364841,-0.7376951318,0.02315420612,0.4327933657,-0.4736736093,-0.1651891611,1.745684933
310,-1.566106926,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,0.4978299802,1.745684933
311,-1.566106926,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,1.025944704,1.745684933
312,-1.566106926,1.355573538,-0.9002980028,1.340131928,2.008933366,4.634416897,1.745684933
313,-0.369364841,1.355573538,-0.2846631968,0.4327933657,0.7676298786,-0.1249197867,-0.1985716612
314,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
315,-0.369364841,-0.7376951318,1.023560766,0.4327933657,0.7676298786,-0.1198861149,-0.1985716612
316,0.8273772439,1.355573538,-0.2846631968,-0.4745451962,-0.4736736093,-0.4902797934,-0.1985716612
317,-0.369364841,1.355573538,-0.4385718983,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
318,-0.369364841,-0.7376951318,1.870058624,-0.4745451962,-0.4736736093,-0.3665360329,-0.1985716612
319,-1.566106926,1.355573538,0.1001085569,-0.4745451962,2.008933366,2.671117778,-0.1985716612
320,-1.566106926,1.355573538,0.7926977135,0.4327933657,0.7676298786,2.059693773,1.745684933
321,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
322,0.8273772439,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
323,-0.369364841,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,-0.3997582668,-2.142828256
324,-0.369364841,1.355573538,-0.5924805998,0.4327933657,0.7676298786,-0.06451572513,-0.1985716612
325,0.8273772439,-0.7376951318,0,6.784163299,2.008933366,0.7519458403,-0.1985716612
326,-1.566106926,1.355573538,0.4848803106,-0.4745451962,-0.4736736093,2.082512414,1.745684933
327,0.8273772439,-0.7376951318,2.408739079,-0.4745451962,-0.4736736093,-0.5228315422,-0.1985716612
328,-0.369364841,1.355573538,0.4848803106,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
329,0.8273772439,1.355573538,0.1001085569,0.4327933657,0.7676298786,-0.235157199,-0.1985716612
330,-1.566106926,1.355573538,-1.054206704,-0.4745451962,0.7676298786,0.5189714018,1.745684933
331,0.8273772439,1.355573538,0,1.340131928,-0.4736736093,-0.1802901765,-2.142828256
332,-1.566106926,-0.7376951318,1.215946643,-0.4745451962,-0.4736736093,-0.07458306872,-0.1985716612
333,-1.566106926,-0.7376951318,0.638789012,-0.4745451962,0.7676298786,2.441497779,-0.1985716612
334,0.8273772439,-0.7376951318,-1.054206704,1.340131928,-0.4736736093,-0.2859972842,-0.1985716612
335,-1.566106926,1.355573538,0,0.4327933657,-0.4736736093,2.042579289,-0.1985716612
336,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
337,-1.566106926,-0.7376951318,-0.05380014462,0.4327933657,-0.4736736093,0.6925485131,-0.1985716612
338,-1.566106926,1.355573538,0.8696520643,-0.4745451962,-0.4736736093,2.059693773,1.745684933
339,0.8273772439,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
340,-1.566106926,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,0.06635974158,-0.1985716612
341,-0.369364841,-0.7376951318,-2.131567615,0.4327933657,0.7676298786,-0.1249197867,-0.1985716612
342,-1.566106926,1.355573538,-0.4385718983,2.24747049,2.008933366,4.647001077,-0.1985716612
343,-0.369364841,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
344,-0.369364841,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
345,-0.369364841,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
346,-0.369364841,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
347,-0.369364841,1.355573538,0.7926977135,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
348,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3242531898,-0.1985716612
349,0.8273772439,-0.7376951318,-2.054613264,0.4327933657,0.7676298786,-0.3282801273,-0.1985716612
350,0.8273772439,-0.7376951318,0.946606415,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
351,0.8273772439,-0.7376951318,-0.5155262491,-0.4745451962,-0.4736736093,-0.4626791642,-0.1985716612
352,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,0.05629239799,-0.1985716612
353,0.8273772439,-0.7376951318,-1.131161055,0.4327933657,0.7676298786,-0.5028639729,1.745684933
354,0.8273772439,-0.7376951318,-0.3616175476,0.4327933657,-0.4736736093,-0.2900242216,-0.1985716612
355,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5029485386,1.745684933
356,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
357,-1.566106926,1.355573538,-0.5924805998,-0.4745451962,0.7676298786,0.4589861417,-0.1985716612
358,-0.369364841,1.355573538,0.638789012,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
359,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4897764263,-2.142828256
360,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4897764263,-2.142828256
361,0.8273772439,-0.7376951318,0.7926977135,0.4327933657,4.491540342,-0.08666388103,-0.1985716612
362,-0.369364841,-0.7376951318,-0.05380014462,0.4327933657,-0.4736736093,-0.09027201698,1.745684933
363,0.8273772439,1.355573538,1.177469467,-0.4745451962,0.7676298786,-0.357390858,1.745684933
364,0.8273772439,-0.7376951318,0.4079259598,-0.4745451962,-0.4736736093,-0.5064721089,-0.1985716612
365,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.3363340021,-2.142828256
366,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
367,-1.566106926,1.355573538,2.331784728,0.4327933657,-0.4736736093,0.8667135573,1.745684933
368,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
369,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
370,-1.566106926,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,0.7469121685,1.745684933
371,-1.566106926,-0.7376951318,-0.3616175476,0.4327933657,-0.4736736093,0.4678796331,1.745684933
372,0.8273772439,-0.7376951318,-0.9002980028,0.4327933657,-0.4736736093,-0.5176307525,-0.1985716612
373,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
374,-1.566106926,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,2.082512414,1.745684933
375,0.8273772439,1.355573538,-2.054613264,2.24747049,0.7676298786,-0.2240831211,-0.1985716612
376,-1.566106926,1.355573538,0,0.4327933657,-0.4736736093,1.0060617,1.745684933
377,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
378,-1.566106926,-0.7376951318,-0.2077088461,-0.4745451962,2.008933366,3.610064686,1.745684933
379,0.8273772439,-0.7376951318,-0.7463893013,-0.4745451962,-0.4736736093,-0.5676312212,1.745684933
380,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
381,-1.566106926,1.355573538,0.946606415,-0.4745451962,-0.4736736093,3.932723049,1.745684933
382,0.8273772439,1.355573538,-2.208521965,-0.4745451962,2.008933366,-0.3314674483,1.745684933
383,0.8273772439,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
384,-1.566106926,1.355573538,0.4079259598,0.4327933657,-0.4736736093,0.3985820802,-0.1985716612
385,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
386,-0.369364841,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,0.8314778547,-0.1985716612
387,0.8273772439,-0.7376951318,-2.208521965,4.062147613,2.008933366,0.2958951755,-0.1985716612
388,-0.369364841,1.355573538,0.4848803106,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
389,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4927966293,-2.142828256
390,-0.369364841,1.355573538,-0.9772523535,-0.4745451962,-0.4736736093,-0.4068054073,1.745684933
391,-1.566106926,-0.7376951318,0.4848803106,0.4327933657,2.008933366,1.767740809,-0.1985716612
392,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4914556592,-0.1985716612
393,0.8273772439,-0.7376951318,-0.1307544954,1.340131928,-0.4736736093,-0.4888542576,-0.1985716612
394,-1.566106926,1.355573538,-0.5155262491,0.4327933657,-0.4736736093,1.632335038,1.745684933
395,0.8273772439,1.355573538,-0.4385718983,-0.4745451962,2.008933366,-0.3121723775,-0.1985716612
396,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4914556592,-0.1985716612
397,0.8273772439,1.355573538,0.1001085569,-0.4745451962,-0.4736736093,-0.4902797934,-0.1985716612
398,-0.369364841,-0.7376951318,1.254423818,-0.4745451962,-0.4736736093,-0.1249197867,-0.1985716612
399,-0.369364841,-0.7376951318,-0.5155262491,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
400,-0.369364841,1.355573538,-0.1307544954,-0.4745451962,-0.4736736093,-0.3937178606,-0.1985716612
401,0.8273772439,-0.7376951318,0.7157433628,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
402,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
403,0.8273772439,1.355573538,-0.6694349505,0.4327933657,-0.4736736093,-0.4505983519,-0.1985716612
404,0.8273772439,-0.7376951318,-0.1307544954,0.4327933657,-0.4736736093,-0.3292868616,-0.1985716612
405,0.8273772439,1.355573538,-0.7463893013,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
406,-0.369364841,-0.7376951318,0.3309716091,0.4327933657,-0.4736736093,-0.2255932226,-0.1985716612
407,0.8273772439,-0.7376951318,1.639195572,-0.4745451962,-0.4736736093,-0.4923778278,-0.1985716612
408,-0.369364841,-0.7376951318,-2.054613264,0.4327933657,0.7676298786,-0.2708962688,-0.1985716612
409,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
410,0.8273772439,1.355573538,0,2.24747049,0.7676298786,-0.1356576154,-0.1985716612
411,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
412,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5103319284,-2.142828256
413,-1.566106926,1.355573538,0.2540172583,0.4327933657,-0.4736736093,1.163700193,-2.142828256
414,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
415,0.8273772439,-0.7376951318,1.100515116,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
416,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
417,-0.369364841,1.355573538,0.3309716091,0.4327933657,0.7676298786,0.005955680025,-0.1985716612
418,-0.369364841,1.355573538,-0.9002980028,-0.4745451962,2.008933366,-0.3866707201,-0.1985716612
419,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
420,0.8273772439,1.355573538,-1.515932809,-0.4745451962,2.008933366,-0.162168958,-0.1985716612
421,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,1.745684933
422,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4927140771,-2.142828256
423,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4898609919,-0.1985716612
424,0.8273772439,1.355573538,-0.1307544954,0.4327933657,0.7676298786,-0.3584821581,-0.1985716612
425,0.8273772439,-0.7376951318,-0.9002980028,0.4327933657,0.7676298786,-0.2414492888,-0.1985716612
426,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
427,-0.369364841,1.355573538,-0.1307544954,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
428,-0.369364841,1.355573538,-0.823343652,-0.4745451962,-0.4736736093,-0.1249197867,-0.1985716612
429,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
430,0.8273772439,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
431,-1.566106926,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
432,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3242531898,-0.1985716612
433,-0.369364841,1.355573538,0.946606415,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
434,0.8273772439,-0.7376951318,-0.9772523535,-0.4745451962,-0.4736736093,-0.5049620073,-0.1985716612
435,-1.566106926,-0.7376951318,1.562241221,0.4327933657,-0.4736736093,0.4771073602,-0.1985716612
436,-1.566106926,1.355573538,-1.208115406,0.4327933657,2.008933366,1.767740809,-0.1985716612
437,0.8273772439,1.355573538,-0.6694349505,1.340131928,2.008933366,0.0437082185,-0.1985716612
438,-0.369364841,1.355573538,-0.4385718983,1.340131928,3.250236854,-0.2708962688,-0.1985716612
439,-1.566106926,-0.7376951318,2.639602131,0.4327933657,4.491540342,4.647001077,-0.1985716612
440,-0.369364841,-0.7376951318,0.1001085569,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
441,-0.369364841,1.355573538,1.177469467,0.4327933657,0.7676298786,-0.1198861149,-0.1985716612
442,0.8273772439,-0.7376951318,-0.7463893013,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
443,0.8273772439,-0.7376951318,-0.3616175476,0.4327933657,-0.4736736093,-0.4918744607,-0.1985716612
444,-0.369364841,1.355573538,-0.1307544954,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
445,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4850790037,-0.1985716612
446,-1.566106926,-0.7376951318,-1.977658913,-0.4745451962,2.008933366,0.9997696106,-0.1985716612
447,-0.369364841,1.355573538,-1.285069756,-0.4745451962,0.7676298786,-0.2557952534,-0.1985716612
448,-1.566106926,-0.7376951318,0.3309716091,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
449,0.8273772439,1.355573538,-1.900704562,1.340131928,0.7676298786,-0.2606618073,1.745684933
450,-1.566106926,-0.7376951318,1.716149922,-0.4745451962,-0.4736736093,-0.03431369435,-0.1985716612
451,-0.369364841,-0.7376951318,0.4848803106,0.4327933657,2.008933366,-0.08968408411,-0.1985716612
452,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.2463983949,-0.1985716612
453,-1.566106926,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.08968408411,1.745684933
454,-1.566106926,-0.7376951318,1.48528687,0.4327933657,-0.4736736093,1.14566354,1.745684933
455,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
456,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4894421905,1.745684933
457,-1.566106926,-0.7376951318,2.716556482,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
458,-1.566106926,1.355573538,0,0.4327933657,-0.4736736093,0.3958135607,-0.1985716612
459,-0.369364841,1.355573538,1.562241221,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
460,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
461,-1.566106926,-0.7376951318,1.408332519,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
462,0.8273772439,-0.7376951318,0.3309716091,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
463,-1.566106926,-0.7376951318,1.331378169,-0.4745451962,-0.4736736093,0.1267638031,-0.1985716612
464,-0.369364841,-0.7376951318,1.408332519,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
465,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
466,0.8273772439,-0.7376951318,0.638789012,-0.4745451962,-0.4736736093,-0.5064721089,-0.1985716612
467,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
468,-1.566106926,-0.7376951318,2.023967325,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
469,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.492881195,-2.142828256
470,0.8273772439,1.355573538,-2.227760553,1.340131928,0.7676298786,-0.2606618073,1.745684933
471,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
472,0.8273772439,-0.7376951318,0.638789012,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
473,-0.369364841,1.355573538,0.2540172583,0.4327933657,2.008933366,-0.08968408411,-0.1985716612
474,-0.369364841,1.355573538,-0.5155262491,-0.4745451962,-0.4736736093,-0.3707300883,1.745684933
475,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.4503466683,-0.1985716612
476,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,0.3985820802,-0.1985716612
477,-0.369364841,-0.7376951318,0.3309716091,0.4327933657,-0.4736736093,-0.2255932226,-0.1985716612
478,0.8273772439,-0.7376951318,-0.05380014462,0.4327933657,-0.4736736093,-0.5065566746,-0.1985716612
479,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4969926981,-0.1985716612
480,0.8273772439,1.355573538,-2.131567615,-0.4745451962,0.7676298786,-0.4010166847,-0.1985716612
481,0.8273772439,-0.7376951318,-1.592887159,4.062147613,2.008933366,0.2958951755,-0.1985716612
482,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
483,0.8273772439,-0.7376951318,1.562241221,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
484,0.8273772439,1.355573538,2.562647781,-0.4745451962,-0.4736736093,-0.4553803401,-0.1985716612
485,-1.566106926,-0.7376951318,-0.3616175476,0.4327933657,-0.4736736093,1.185429548,1.745684933
486,0.8273772439,1.355573538,0,2.24747049,0.7676298786,-0.1356576154,-0.1985716612
487,-1.566106926,1.355573538,0.4079259598,0.4327933657,-0.4736736093,1.163700193,-0.1985716612
488,-1.566106926,-0.7376951318,2.177876027,-0.4745451962,-0.4736736093,-0.0504214441,1.745684933
489,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
490,0.8273772439,-0.7376951318,-1.592887159,0.4327933657,0.7676298786,-0.3282801273,-0.1985716612
491,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.2463983949,-0.1985716612
492,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
493,-1.566106926,-0.7376951318,1.947012975,-0.4745451962,-0.4736736093,-0.03431369435,-0.1985716612
494,-1.566106926,-0.7376951318,3.178282586,-0.4745451962,-0.4736736093,0.3483299279,1.745684933
495,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
496,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.3573083058,1.745684933
497,-1.566106926,1.355573538,1.870058624,0.4327933657,-0.4736736093,0.9274538681,1.745684933
498,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.344387877,-0.1985716612
499,-1.566106926,1.355573538,-0.3616175476,0.4327933657,2.008933366,2.40299019,-0.1985716612
500,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4914556592,-0.1985716612
501,0.8273772439,-0.7376951318,-0.9772523535,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
502,0.8273772439,1.355573538,-0.6694349505,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
503,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4948100981,-2.142828256
504,0.8273772439,1.355573538,0.5618346613,-0.4745451962,-0.4736736093,-0.4553803401,-0.1985716612
505,-1.566106926,1.355573538,-1.054206704,-0.4745451962,-0.4736736093,1.093228788,-0.1985716612
506,-1.566106926,-0.7376951318,-0.9002980028,0.4327933657,-0.4736736093,1.544245781,1.745684933
507,-0.369364841,1.355573538,0.2540172583,-0.4745451962,2.008933366,-0.1249197867,-0.1985716612
508,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
509,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.1948878247,-0.1985716612
510,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,0.4891036068,-0.1985716612
511,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
512,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
513,-1.566106926,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.1191310641,-0.1985716612
514,-1.566106926,1.355573538,1.870058624,0.4327933657,-0.4736736093,0.5475787653,1.745684933
515,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4974960653,-0.1985716612
516,-1.566106926,-0.7376951318,1.331378169,-0.4745451962,-0.4736736093,0.0365765123,-0.1985716612
517,-0.369364841,1.355573538,0.3309716091,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
518,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.162168958,-2.142828256
519,-0.369364841,1.355573538,0.4848803106,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
520,0.8273772439,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
521,-1.566106926,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,1.234171598,-0.1985716612
522,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
523,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5029485386,1.745684933
524,-1.566106926,1.355573538,1.100515116,-0.4745451962,0.7676298786,0.5189714018,1.745684933
525,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
526,0.8273772439,-0.7376951318,0.8311748889,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
527,-0.369364841,1.355573538,1.562241221,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
